Company,Location,Role,Salary,StartDate,Status,SubmitDate,Year
INSURANCE SERVICES OFFICE INC,"LEHI, UT",DATA SCIENTIST I,89775,08/02/2018,CERTIFIED,03/08/2018,2018
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,90000,09/13/2018,CERTIFIED,03/19/2018,2018
FLUOR ENTERPRISES INC,"SUGAR LAND, TX",DATA SCIENTIST I,90100,09/11/2018,CERTIFIED,03/15/2018,2018
ZILLOW INC,"SEATTLE, WA",DATA SCIENTIST I,92997,07/09/2018,CERTIFIED,06/05/2018,2018
AMERICAN FAMILY MUTUAL INSURANCE COMPANY,"MADISON, WI",DATA SCIENTIST I,97408,10/07/2018,CERTIFIED,05/03/2018,2018
AMAZON ROBOTICS LLC,"NORTH READING, MA",DATA SCIENTIST I,99000,12/19/2018,CERTIFIED,12/05/2018,2018
AMAZON ROBOTICS LLC,"NORTH READING, MA",DATA SCIENTIST I,99000,12/20/2018,CERTIFIED,06/26/2018,2018
BANK OF AMERICA NA,"CHARLOTTE, NC",DATA SCIENTIST I,99323,09/01/2018,CERTIFIED,03/05/2018,2018
INSURANCE SERVICES OFFICE INC,"JERSEY CITY, NJ",DATA SCIENTIST I,100000,07/15/2018,CERTIFIED,01/17/2018,2018
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,103500,10/08/2018,CERTIFIED,10/04/2018,2018
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,104286,01/31/2019,CERTIFIED,11/16/2018,2018
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,104286,12/24/2018,CERTIFIED,12/19/2018,2018
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,105000,11/05/2018,CERTIFIED,11/05/2018,2018
INSURANCE SERVICES OFFICE INC,"DEARBORN, MI",DATA SCIENTIST I,105000,08/02/2018,CERTIFIED,03/08/2018,2018
AMAZON WEB SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,109400,06/04/2018,CERTIFIED,06/04/2018,2018
AMERICAN FAMILY MUTUAL INSURANCE COMPANY,"MADISON, WI",DATA SCIENTIST I,110000,09/14/2018,CERTIFIED,03/15/2018,2018
AMAZON WEB SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,110000,08/27/2018,CERTIFIED,08/20/2018,2018
GOODREADS LLC,"SAN FRANCISCO, CA",DATA SCIENTIST I,112000,11/12/2018,CERTIFIED,11/09/2018,2018
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,115000,10/08/2018,CERTIFIED,10/03/2018,2018
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,118000,01/14/2019,CERTIFIED,11/30/2018,2018
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,118000,12/05/2018,CERTIFIED,11/30/2018,2018
AMAZONCOM SERVICES INC,"PALO ALTO, CA",DATA SCIENTIST I,125000,12/17/2018,CERTIFIED,12/17/2018,2018
AMERICAN FAMILY MUTUAL INSURANCE COMPANY,"CHICAGO, IL",DATA SCIENTIST I,125000,09/09/2018,CERTIFIED,03/15/2018,2018
TWITTER INC,"SAN FRANCISCO, CA",DATA SCIENTIST I,130000,01/04/2019,CERTIFIED,12/21/2018,2018
TWITTER INC,"SAN FRANCISCO, CA",DATA SCIENTIST I,130000,08/07/2018,CERTIFIED,03/09/2018,2018
TWITTER INC,"SAN FRANCISCO, CA",DATA SCIENTIST I,137000,08/07/2018,CERTIFIED,02/28/2018,2018
TWITTER INC,"SAN FRANCISCO, CA",DATA SCIENTIST I,137000,08/07/2018,CERTIFIED,02/08/2018,2018
ZEOMEGA INC,"PLANO, TX",DATA SCIENTIST I,52000,09/03/2019,CERTIFIED,03/11/2019,2019
LOGILITY INC,"RICHMOND, VA",DATA SCIENTIST I,55000,09/14/2019,CERTIFIED,03/15/2019,2019
EQUIFAX INC,"LAS VEGAS, NV",DATA SCIENTIST I,55723,07/19/2019,CERTIFIED,02/05/2019,2019
EXCELLUS HEALTH PLAN INC,"ROCHESTER, NY",DATA SCIENTIST I,62213,09/16/2019,CERTIFIED,03/19/2019,2019
IGT GLOBAL SOLUTIONS CORPORATION,"WEST GREENWICH, RI",DATA SCIENTIST I,68000,08/27/2019,CERTIFIED,02/25/2019,2019
ECONOMIC MODELING LLC,"MOSCOW, ID",DATA SCIENTIST I,68411,08/01/2019,CERTIFIED,03/18/2019,2019
BRIDGECREST ACCEPTANCE CORPORATION,"TEMPE, AZ",DATA SCIENTIST I,70000,09/15/2019,CERTIFIED,03/20/2019,2019
QUAERA INSIGHTS LLC,"SOMERVILLE, NJ",DATA SCIENTIST I,72280,08/30/2019,CERTIFIED,03/01/2019,2019
H-E-B LP,"SAN ANTONIO, TX",DATA SCIENTIST I,72987,09/10/2019,CERTIFIED,03/11/2019,2019
SCHNEIDER ENTERPRISE RESOURCES LLC,"GREEN BAY, WI",DATA SCIENTIST I,75000,08/15/2019,CERTIFIED,02/20/2019,2019
SCHNEIDER LOGISTICS INC,"GREEN BAY, WI",DATA SCIENTIST I,75000,09/10/2019,CERTIFIED,03/12/2019,2019
SCHNEIDER ENTERPRISE RESOURCES LLC,"GREEN BAY, WI",DATA SCIENTIST I,75000,09/21/2019,CERTIFIED,03/22/2019,2019
PRECISION MEDICINE GROUP LLC,"FREDERICK, MD",DATA SCIENTIST I,78000,08/26/2019,CERTIFIED,02/27/2019,2019
SCHNEIDER LOGISTICS INC,"GREEN BAY, WI",DATA SCIENTIST I,80000,08/13/2019,CERTIFIED,02/20/2019,2019
FLUOR ENTERPRISES INC,"SUGAR LAND, TX",DATA SCIENTIST I,80000,08/25/2019,CERTIFIED,02/26/2019,2019
FLUOR ENTERPRISES INC,"SUGAR LAND, TX",DATA SCIENTIST I,80000,08/22/2019,CERTIFIED,02/26/2019,2019
FLUOR ENTERPRISES INC,"SUGAR LAND, TX",DATA SCIENTIST I,80000,09/10/2019,CERTIFIED,03/14/2019,2019
ZILLOW INC,"SEATTLE, WA",DATA SCIENTIST I,81266,08/26/2019,CERTIFIED,02/28/2019,2019
CENTENE MANAGEMENT COMPANY LLC,"ST. LOUIS, MO",DATA SCIENTIST I,82500,08/29/2019,CERTIFIED,03/06/2019,2019
REPUBLIC WIRELESS INC,"RALEIGH, NC",DATA SCIENTIST I,82766,09/10/2019,CERTIFIED,03/15/2019,2019
QUARTERSPOT INC,"NEW YORK, NY",DATA SCIENTIST I,83000,09/10/2019,CERTIFIED,03/11/2019,2019
ELEVATE CREDIT SERVICE LLC,"ADDISON, TX",DATA SCIENTIST I,85000,07/26/2019,CERTIFIED,01/24/2019,2019
INSURANCE SERVICES OFFICE INC,"LEXINGTON, MA",DATA SCIENTIST I,85000,08/06/2019,CERTIFIED,02/07/2019,2019
INSURANCE SERVICES OFFICE INC,"BUFFALO GROVE, IL",DATA SCIENTIST I,85000,08/15/2019,CERTIFIED,02/14/2019,2019
INSURANCE SERVICES OFFICE INC,"SAN FRANCISCO, CA",DATA SCIENTIST I,85000,08/16/2019,CERTIFIED,02/20/2019,2019
INSURANCE SERVICES OFFICE INC,"BOSTON, MA",DATA SCIENTIST I,85000,08/26/2019,CERTIFIED,02/25/2019,2019
INSURANCE SERVICES OFFICE INC,"BUFFALO GROVE, IL",DATA SCIENTIST I,85000,08/26/2019,CERTIFIED,02/26/2019,2019
INSURANCE SERVICES OFFICE INC,"JERSEY CITY, NJ",DATA SCIENTIST I,85000,08/26/2019,CERTIFIED,02/26/2019,2019
INSURANCE SERVICES OFFICE INC,"SAN FRANCISCO, CA",DATA SCIENTIST I,85000,08/31/2019,CERTIFIED,03/01/2019,2019
GENERAL MOTORS FINANCIAL COMPANY INC,"FORT WORTH, TX",DATA SCIENTIST I,85000,09/04/2019,CERTIFIED,03/05/2019,2019
INSURANCE SERVICES OFFICE INC,"JERSEY CITY, NJ",DATA SCIENTIST I,85000,09/11/2019,CERTIFIED,03/14/2019,2019
INSURANCE SERVICES OFFICE INC,"LEHI, UT",DATA SCIENTIST I,85000,09/07/2019,CERTIFIED,03/18/2019,2019
INSURANCE SERVICES OFFICE INC,"JERSEY CITY, NJ",DATA SCIENTIST I,85000,09/14/2019,CERTIFIED,03/18/2019,2019
INSURANCE SERVICES OFFICE INC,"NEW YORK, NY",DATA SCIENTIST I,85000,09/13/2019,CERTIFIED,03/19/2019,2019
INSURANCE SERVICES OFFICE INC,"CARLSBAD, CA",DATA SCIENTIST I,85000,09/13/2019,CERTIFIED,03/19/2019,2019
INSURANCE SERVICES OFFICE INC,"BOSTON, MA",DATA SCIENTIST I,85000,09/13/2019,CERTIFIED,03/20/2019,2019
ELEVATE CREDIT SERVICE LCC,"ADDISON, TX",DATA SCIENTIST I,86520,07/16/2019,CERTIFIED,01/14/2019,2019
ELEVATE CREDIT SERVICE LLC,"ADDISON, TX",DATA SCIENTIST I,86520,07/16/2019,CERTIFIED,02/06/2019,2019
INSURANCE SERVICES OFFICE INC,"BUFFALO GROVE, IL",DATA SCIENTIST I,88000,08/15/2019,CERTIFIED,02/20/2019,2019
AMAZONCOM SERVICES INC,"SUMMER, WA",DATA SCIENTIST I,89224,08/05/2019,CERTIFIED,02/05/2019,2019
AMAZONCOM SERVICES INC,"SUMNER, WA",DATA SCIENTIST I,89224,08/19/2019,CERTIFIED,02/19/2019,2019
INSURANCE SERVICES OFFICE INC,"BUFFALO GROVE, IL",DATA SCIENTIST I,90900,04/01/2019,CERTIFIED,03/11/2019,2019
INGRAM MICRO INC,"IRVINE, CA",DATA SCIENTIST I,91602,08/28/2019,CERTIFIED,03/05/2019,2019
AMAZON ROBOTICS LLC,"NORTH READING, MA",DATA SCIENTIST I,91980,09/17/2019,CERTIFIED,03/20/2019,2019
AMAZON ROBOTICS LLC,"NORTH READING, MA",DATA SCIENTIST I,91980,09/15/2019,CERTIFIED,03/22/2019,2019
DIRECTAVENUE INC,"CARLSBAD, CA",DATA SCIENTIST I,94453,09/01/2019,CERTIFIED,03/12/2019,2019
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,94500,08/03/2019,CERTIFIED,03/13/2019,2019
GRUBHUB HOLDINGS INC,"CHICAGO, IL",DATA SCIENTIST I,95000,08/02/2019,CERTIFIED,02/04/2019,2019
LEXISNEXIS USA,"RALEIGH, NC",DATA SCIENTIST I,95000,09/02/2019,CERTIFIED,03/10/2019,2019
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,95480,08/01/2019,CERTIFIED,03/04/2019,2019
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,97000,08/24/2019,CERTIFIED,03/07/2019,2019
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,97000,08/31/2019,CERTIFIED,03/23/2019,2019
AMERICAN FAMILY MUTUAL INSURANCE COMPANY,"MADISON, WI",DATA SCIENTIST I,97850,09/11/2019,CERTIFIED,03/13/2019,2019
AMERICAN FAMILY MUTUAL INSURANCE COMPANY,"CHICAGO, IL",DATA SCIENTIST I,100000,09/03/2019,CERTIFIED,03/10/2019,2019
CLOVER HEALTH LABS LLC,"SAN FRANCISCO, CA",DATA SCIENTIST I,100506,08/31/2019,CERTIFIED,03/06/2019,2019
HUMAN LONGEVITY INC,"SAN DIEGO, CA",DATA SCIENTIST I,100880,09/05/2019,CERTIFIED,03/07/2019,2019
AMAZON SERVICES LLC,"SEATTLE, WA",DATA SCIENTIST I,105000,01/21/2019,CERTIFIED,01/08/2019,2019
AMERICAN FAMILY MUTUAL INSURANCE COMPANY,"MADISON, WI",DATA SCIENTIST I,105000,09/06/2019,CERTIFIED,03/10/2019,2019
AMAZONCOM SERVICES INC,"BOSTON, MA",DATA SCIENTIST I,105000,08/25/2019,CERTIFIED,03/13/2019,2019
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,105000,09/20/2019,CERTIFIED,03/23/2019,2019
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,110000,02/04/2019,CERTIFIED,01/30/2019,2019
ZULILY LLC,"SEATTLE, WA",DATA SCIENTIST I,110000,08/16/2019,CERTIFIED,02/14/2019,2019
LIVONGO HEALTH INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST I,110000,08/21/2019,CERTIFIED,02/28/2019,2019
AMERICAN FAMILY MUTUAL INSURANCE COMPANY,"MADISON, WI",DATA SCIENTIST I,110000,09/09/2019,CERTIFIED,03/10/2019,2019
DISH NETWORK LLC,"FOSTER CITY, CA",DATA SCIENTIST I,110000,09/03/2019,CERTIFIED,03/11/2019,2019
DISH NETWORK LLC,"FOSTER CITY, CA",DATA SCIENTIST I,110000,09/03/2019,CERTIFIED,03/18/2019,2019
AMAZON WEB SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,112500,08/03/2019,CERTIFIED,03/09/2019,2019
TWITTER INC,"SAN FRANCISCO, CA",DATA SCIENTIST I,115000,08/04/2019,CERTIFIED,02/15/2019,2019
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,115000,08/31/2019,CERTIFIED,03/07/2019,2019
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,115000,09/05/2019,CERTIFIED,03/09/2019,2019
ELLIE MAE INC,"PLEASANTON, CA",DATA SCIENTIST I,115000,09/10/2019,CERTIFIED,03/11/2019,2019
AMAZONCOM SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,115000,08/23/2019,CERTIFIED,03/12/2019,2019
PLUME DESIGN INC,"PALO ALTO, CA",DATA SCIENTIST I,118000,08/05/2019,CERTIFIED,02/05/2019,2019
PLUME DESIGN INC,"PALO ALTO, CA",DATA SCIENTIST I,118000,08/21/2019,CERTIFIED,02/21/2019,2019
ZULILY LLC,"SEATTLE, WA",DATA SCIENTIST I,120000,08/21/2019,CERTIFIED,02/19/2019,2019
A2Z DEVELOPMENT CENTER INC,"SUNNYVALE, CA",DATA SCIENTIST I,125000,02/11/2019,CERTIFIED,02/11/2019,2019
ELLIE MAE INC,"PLEASANTON, CA",DATA SCIENTIST I,125000,08/22/2019,CERTIFIED,02/20/2019,2019
AMAZONCOM SERVICES INC,"PALO ALTO, CA",DATA SCIENTIST I,125000,08/21/2019,CERTIFIED,02/27/2019,2019
AMAZON WEB SERVICES INC,"SEATTLE, WA",DATA SCIENTIST I,131000,03/11/2019,CERTIFIED,03/04/2019,2019
TWITTER INC,"SAN FRANCISCO, CA",DATA SCIENTIST I,137000,09/10/2019,CERTIFIED,03/11/2019,2019
WORKDAY INC,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,160000,11/05/2014,CERTIFIED,10/27/2014,2014
NAVISTAR INC,"LISLE, IL",SENIOR DATA SCIENTIST,63253,07/31/2015,CERTIFIED,01/30/2015,2015
ICUBE CONSULTANCY SERVICES INC,"JACKSONVILLE, FL",SENIOR DATA SCIENTIST,70000,09/01/2015,CERTIFIED,03/17/2015,2015
ICUBE CONSULTANCY SERVICES INC,"JACKSONVILLE, FL",SENIOR DATA SCIENTIST,70000,09/01/2015,CERTIFIED,03/21/2015,2015
WSI CORPORATION,"MADISON, WI",SENIOR DATA SCIENTIST,81100,10/01/2015,CERTIFIED,08/26/2015,2015
TRUVERIS INC,"NEW YORK, NY",SENIOR DATA SCIENTIST,89565,09/15/2015,CERTIFIED,03/16/2015,2015
TELENAV INC,"CULVER CITY, CA",SENIOR DATA SCIENTIST,100000,04/13/2015,CERTIFIED,03/30/2015,2015
THE WEATHER CHANNEL LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,110000,08/17/2015,CERTIFIED,07/17/2015,2015
SCOPELY INC,"CULVER CITY, CA",SENIOR DATA SCIENTIST,120000,11/16/2015,CERTIFIED,10/12/2015,2015
SANDISK CORPORATION,"MILPITAS, CA",SENIOR DATA SCIENTIST,125000,03/31/2015,CERTIFIED,03/24/2015,2015
VOUCH FINANCIAL INC,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,131000,10/05/2015,CERTIFIED,09/24/2015,2015
KOHL'S DEPARTMENT STORES INC,"MILPITAS, CA",SENIOR DATA SCIENTIST,140000,08/31/2015,CERTIFIED,08/06/2015,2015
GOFUNDME INC,"MENLO PARK, CA",SENIOR DATA SCIENTIST,160000,02/08/2016,CERTIFIED,12/03/2015,2015
24/7 CUSTOMER INC,"CAMPBELL, CA",SENIOR DATA SCIENTIST,170000,08/19/2015,CERTIFIED,08/19/2015,2015
AOL ADVERTISING INC,"BOSTON, MA",SENIOR DATA SCIENTIST,59738,09/03/2016,CERTIFIED,03/09/2016,2016
ORBITZ WORLDWIDE LLC,"CHICAGO, IL",SENIOR DATA SCIENTIST,72467,09/06/2016,CERTIFIED,03/17/2016,2016
LOGINSOFT CONSULTING LLC,"ATLANTA, GA",SENIOR DATA SCIENTIST,78083,06/27/2016,CERTIFIED,06/15/2016,2016
ADELPHIC INC,"WALTHAM, MA",SENIOR DATA SCIENTIST,89000,09/18/2016,CERTIFIED,04/06/2016,2016
MEDTRONIC INC,"NORTHRIDGE, CA",SENIOR DATA SCIENTIST,95172,01/17/2017,CERTIFIED,10/18/2016,2016
INSURANCE SERVICES OFFICE INC,"FALLS CHURCH, VA",SENIOR DATA SCIENTIST,98000,09/01/2016,CERTIFIED,03/11/2016,2016
LINKEDIN CORPORATION,"MOUNTAIN VIEW, CA",SENIOR DATA SCIENTIST,109100,09/03/2016,CERTIFIED,03/04/2016,2016
LINKEDIN CORPORATION,"SUNNYVALE, CA",SENIOR DATA SCIENTIST,119912,02/18/2016,CERTIFIED,02/09/2016,2016
VUNGLE INC,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,125000,09/05/2016,CERTIFIED,03/08/2016,2016
VIZIO INSCAPE TECHNOLOGIES LLC,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,130000,02/01/2016,CERTIFIED,01/11/2016,2016
SOCIETY CONSULTING LLC,"BELLEVUE, WA",SENIOR DATA SCIENTIST,135000,05/16/2016,CERTIFIED,05/02/2016,2016
GRUBHUB HOLDINGS INC,"CHICAGO, IL",SENIOR DATA SCIENTIST,135000,05/30/2016,CERTIFIED,05/10/2016,2016
VIACOM INTERNATIONAL SERVICES INC/VIACOM INTERNATIONAL INC,"NEW YORK, NY",SENIOR DATA SCIENTIST,140000,10/31/2016,CERTIFIED,10/20/2016,2016
VISA USA INC,"MOUNTAIN VIEW, CA",SENIOR DATA SCIENTIST,154170,08/08/2016,CERTIFIED,08/04/2016,2016
ALIVECOR INC,"MOUNTAIN VIEW, CA",SENIOR DATA SCIENTIST,175000,08/30/2016,CERTIFIED,08/30/2016,2016
INSURANCE SERVICES OFFICE INC,"LEHI, UT",SENIOR DATA SCIENTIST,85000,08/16/2017,CERTIFIED,03/09/2017,2017
HERE NORTH AMERICA LLC,"CHICAGO, IL",SENIOR DATA SCIENTIST,92581,06/26/2017,CERTIFIED,06/15/2017,2017
AETNA RESOURCES LLC,"WELLESLEY, MA",SENIOR DATA SCIENTIST,95000,08/15/2017,CERTIFIED,03/07/2017,2017
EARLY WARNING SERVICES LLC,"AUSTIN, TX",SENIOR DATA SCIENTIST,99757,02/16/2017,CERTIFIED,02/09/2017,2017
TARGET ENTERPRISE INC,"MINNEAPOLIS, MN",SENIOR DATA SCIENTIST,99902,04/17/2017,CERTIFIED,04/06/2017,2017
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,100000,08/15/2017,CERTIFIED,02/18/2017,2017
MARKETSHARE PARTNERS LLC,"LOS ANGELES, CA",SENIOR DATA SCIENTIST,100000,09/05/2017,CERTIFIED,03/09/2017,2017
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,101163,05/02/2018,CERTIFIED,11/08/2017,2017
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,102000,08/20/2017,CERTIFIED,03/06/2017,2017
PROGREXION ASG INC,"SALT LAKE CITY, UT",SENIOR DATA SCIENTIST,105000,09/09/2017,CERTIFIED,03/10/2017,2017
GUZMAN & GRIFFIN TECHNOLOGIES INC,"ALEXANDRIA, VA",SENIOR DATA SCIENTIST,105000,09/13/2017,CERTIFIED,03/16/2017,2017
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,105000,08/15/2017,CERTIFIED,03/17/2017,2017
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,105000,08/20/2017,CERTIFIED,04/11/2017,2017
MEDTRONIC INC,"NORTHRIDGE, CA",SENIOR DATA SCIENTIST,108500,08/09/2017,CERTIFIED,02/10/2017,2017
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,110000,08/15/2017,CERTIFIED,03/03/2017,2017
HOME DEPOT PRODUCT AUTHORITY LLC,"AUSTIN, TX",SENIOR DATA SCIENTIST,115000,01/30/2017,CERTIFIED,01/06/2017,2017
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,115000,08/14/2017,CERTIFIED,07/27/2017,2017
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,120000,10/17/2017,CERTIFIED,10/03/2017,2017
TROVE PREDICTIVE DATA SCIENCE LLC,"BUFFALO, NY",SENIOR DATA SCIENTIST,120000,09/02/2017,CERTIFIED,03/03/2017,2017
INSURANCE SERVICES OFFICE INC,"BUFFALO GROVE, IL",SENIOR DATA SCIENTIST,125000,01/02/2018,CERTIFIED,12/13/2017,2017
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,135000,10/16/2017,CERTIFIED,10/02/2017,2017
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,135000,11/03/2017,CERTIFIED,10/23/2017,2017
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,135000,07/03/2017,CERTIFIED,06/07/2017,2017
KOHL'S DEPARTMENT STORES INC,"MILPITAS, CA",SENIOR DATA SCIENTIST,138017,12/24/2017,CERTIFIED,07/06/2017,2017
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,140000,10/17/2017,CERTIFIED,10/03/2017,2017
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,140000,07/03/2017,CERTIFIED,06/07/2017,2017
SANCHEZ OIL & GAS CORPORATION,"HOUSTON, TX",SENIOR DATA SCIENTIST,145000,02/20/2017,CERTIFIED,02/06/2017,2017
HOTEL TONIGHT INC,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,170000,08/28/2017,CERTIFIED,08/17/2017,2017
VACO SAN FRANCISCO LLC,"MOUNTAIN VIEW, CA",SENIOR DATA SCIENTIST,180000,08/23/2017,CERTIFIED,02/21/2017,2017
MOVE INC,"SANTA CLARA, CA",SENIOR DATA SCIENTIST,200000,08/14/2017,CERTIFIED,07/13/2017,2017
MOVE INC,"SANTA CLARA, CA",SENIOR DATA SCIENTIST,200000,07/31/2017,CERTIFIED,07/14/2017,2017
TARGET ENTERPRISE INC,"MINNEAPOLIS, MN",SENIOR DATA SCIENTIST,63606,07/27/2018,CERTIFIED,01/30/2018,2018
COMCAST CABLE COMMUNICATIONS LLC,"PHILADELPHIA, PA",SENIOR DATA SCIENTIST,67413,08/28/2018,CERTIFIED,04/03/2018,2018
COMCAST CABLE COMMUNICATIONS LLC,"PHILADELPHIA, PA",SENIOR DATA SCIENTIST,67413,09/11/2018,CERTIFIED,04/11/2018,2018
TARGET ENTERPRISE INC,"MINNEAPOLIS, MN",SENIOR DATA SCIENTIST,78624,07/27/2018,CERTIFIED,01/30/2018,2018
CORTEX MANAGEMENT LLC,"ADDISON, TX",SENIOR DATA SCIENTIST,80000,08/26/2018,CERTIFIED,07/10/2018,2018
JD POWER AND ASSOCIATES INC,"WESTLAKE VILLAGE, CA",SENIOR DATA SCIENTIST,80000,05/14/2018,CERTIFIED,04/20/2018,2018
EARLY WARNING SERVICES LLC,"ROUND ROCK, TX",SENIOR DATA SCIENTIST,85925,11/11/2018,CERTIFIED,06/15/2018,2018
PYRAMID CONSULTING INC,"ALPHARETTA, GA",SENIOR DATA SCIENTIST,87500,08/01/2018,CERTIFIED,03/03/2018,2018
PYRAMID CONSULTING INC,"ALPHARETTA, GA",SENIOR DATA SCIENTIST,87500,08/01/2018,CERTIFIED,02/12/2018,2018
ADS ALLIANCE DATA SYSTEMS INC,"CHICAGO, IL",SENIOR DATA SCIENTIST,88000,08/23/2018,CERTIFIED,03/01/2018,2018
TARGET ENTERPRISE INC,"MINNEAPOLIS, MN",SENIOR DATA SCIENTIST,88046,07/27/2018,CERTIFIED,01/30/2018,2018
MEDTRONIC INC,"NORTHRIDGE, CA",SENIOR DATA SCIENTIST,91374,09/15/2018,CERTIFIED,03/16/2018,2018
MEDTRONIC INC,"NORTHRIDGE, CA",SENIOR DATA SCIENTIST,91374,09/10/2018,CERTIFIED,03/11/2018,2018
COMCAST CABLE COMMUNICATIONS LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,92768,08/22/2018,CERTIFIED,04/17/2018,2018
HARMAN CONNECTED SERVICES INC,"RICHARDSON, TX",SENIOR DATA SCIENTIST,93475,08/01/2018,CERTIFIED,03/29/2018,2018
VISA USA INC,"FOSTER CITY, CA",SENIOR DATA SCIENTIST,95000,09/03/2018,CERTIFIED,08/29/2018,2018
MEDTRONIC INC,"NORTHRIDGE, CA",SENIOR DATA SCIENTIST,96200,09/15/2018,CERTIFIED,03/16/2018,2018
AETNA RESOURCES LLC,"PITTSBURGH, PA",SENIOR DATA SCIENTIST,98116,04/10/2018,CERTIFIED,03/27/2018,2018
INSURANCE SERVICES OFFICE INC,"JERSEY CITY, NJ",SENIOR DATA SCIENTIST,99000,09/08/2018,CERTIFIED,06/20/2018,2018
AETNA RESOURCES LLC,"CUPERTINO, CA",SENIOR DATA SCIENTIST,100000,02/01/2019,CERTIFIED,12/03/2018,2018
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,100000,08/09/2018,CERTIFIED,02/09/2018,2018
TURNER BROADCASTING SYSTEM INC,"ATLANTA, GA",SENIOR DATA SCIENTIST,100000,09/10/2018,CERTIFIED,09/04/2018,2018
FORCEPOINT LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,105000,08/09/2018,CERTIFIED,02/07/2018,2018
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,105000,08/01/2018,CERTIFIED,02/08/2018,2018
OATH HOLDINGS INC,"NEW YORK, NY",SENIOR DATA SCIENTIST,105227,09/10/2018,CERTIFIED,08/08/2018,2018
TIGER ANALYTICS LLC,"SANTA CLARA, CA",SENIOR DATA SCIENTIST,105581,09/03/2018,CERTIFIED,07/26/2018,2018
SEAGATE US LLC,"BLOOMINGTON, MN",SENIOR DATA SCIENTIST,105914,05/27/2019,CERTIFIED,12/20/2018,2018
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,106003,03/09/2018,CERTIFIED,02/24/2018,2018
COMCAST CABLE COMMUNICATIONS LLC,"PHILADELPHIA, PA",SENIOR DATA SCIENTIST,106038,08/07/2018,CERTIFIED,02/06/2018,2018
TIGER ANALYTICS LLC,"JERSEY CITY, NJ",SENIOR DATA SCIENTIST,106350,01/28/2019,CERTIFIED,12/31/2018,2018
TARGET ENTERPRISE INC,"MINNEAPOLIS, MN",SENIOR DATA SCIENTIST,106704,07/27/2018,CERTIFIED,01/30/2018,2018
AETNA RESOURCES LLC,"CUPERTINO, CA",SENIOR DATA SCIENTIST,110000,02/01/2019,CERTIFIED,12/03/2018,2018
